(((((SPY)))))Thu Oct 29 22:19:12 2009:Kaguya, Argon spied Boss(NPC)
(((((edit)))))Fri Dec 07 18:00:17 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Fri Dec 07 18:00:18 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Fri Dec 07 18:00:21 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Fri Dec 07 18:00:21 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Fri Dec 07 18:00:23 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Fri Dec 07 18:00:25 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sat Dec 08 18:00:48 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Sat Dec 08 18:02:23 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sat Dec 08 18:02:23 2012: Toko edited Toko's "RemovedUpperCloathing" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Dec 08 18:02:23 2012: Toko edited Toko's "ReverseFourSymbolsPlaced" from <i>0</i> to <i>1</i>
(((((edit)))))Sun Dec 09 18:00:10 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sun Dec 09 18:00:11 2012: Toko edited Toko's "Rasenganon" from <i>0</i> to <i>1</i>
(((((edit)))))Sun Dec 09 18:00:26 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sun Dec 09 18:00:27 2012:Toko ()(CobraT1337) started editing Electrocute
(((((edit)))))Mon Dec 10 18:00:35 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Mon Dec 10 18:00:35 2012: Toko edited Toko's "Clan" from "Basic" to "Kumojin"
(((((edit)))))Mon Dec 10 18:02:20 2012:Uchiha, Sasuna ()(XXSharingan123XX) started editing Uchiha, Sasuna ()(XXSharingan123XX)
(((((edit)))))Mon Dec 10 18:02:20 2012:Toko ()(CobraT1337) started editing Body Flame Teleportation
(((((edit)))))Mon Dec 10 18:02:20 2012: Toko edited Body Flame Teleportation's "Uses" from <i>0</i> to <i>5432</i>
(((((edit)))))Wed Dec 12 18:02:21 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Wed Dec 12 18:02:21 2012: Toko edited Toko's "chakra" from <i>9303.74</i> to <i>505</i>
(((((edit)))))Thu Dec 13 18:00:21 2012:Toko ()(CobraT1337) started editing Part2
(((((edit)))))Thu Dec 13 18:00:24 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Thu Dec 13 18:00:24 2012: Toko edited Toko's "health" from <i>1267</i> to <i>750</i>
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top9
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "pixel_x" from <i>0</i> to <i>8</i>
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "screen_loc" from "WEST+2:8,NORTH:-6" to "WEST+1:8,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "screen_loc" from "WEST+1:8,NORTH:-6" to "WEST+2:8,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "screen_loc" from "WEST+2:8,NORTH:-6" to "WEST+2:9,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "screen_loc" from <i>WEST+2:9,NORTH:-6</i> to <i></i>
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "screen_loc" from "" to "WEST+2:10,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top9
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top8
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top8's "screen_loc" from "WEST+1:7,NORTH:-6" to "WEST+1:9,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top9
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top9's "screen_loc" from "WEST+2:10,NORTH:-6" to "WEST+2:12,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top9
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top6
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top6's "screen_loc" from "WEST+2:8,NORTH-1:-6" to "WEST+2:12,NORTH-1:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top6
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top3
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top3's "screen_loc" from "WEST+2:8,NORTH-2:-6" to "WEST+2:12,NORTH-2:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012:Toko ()(CobraT1337) started editing Top2
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top2's "screen_loc" from "WEST+1:7,NORTH-2:-6" to "WEST+1:11,NORTH-2:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top2's "screen_loc" from <i>WEST+1:11,NORTH-2:-6</i> to <i></i>
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top2's "screen_loc" from "" to ""WEST+1:12,NORTH-1:-6""
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top2's "screen_loc" from ""WEST+1:12,NORTH-1:-6"" to ""WEST+1:12,NORTH-1:-6"
(((((edit)))))Thu Dec 13 18:00:35 2012: Toko edited Top2's "screen_loc" from ""WEST+1:12,NORTH-1:-6" to "WEST+1:12,NORTH-1:-6"
(((((edit)))))Thu Dec 13 18:00:36 2012: Toko edited Top2's "screen_loc" from "WEST+1:12,NORTH-1:-6" to "WEST+1:12,NORTH-2:-6"
(((((edit)))))Thu Dec 13 18:00:36 2012:Toko ()(CobraT1337) started editing Top1
(((((edit)))))Thu Dec 13 18:00:36 2012: Toko edited Top1's "screen_loc" from "WEST:6,NORTH-2:-6" to "WEST:12,NORTH-2:-6"
(((((edit)))))Thu Dec 13 18:00:36 2012:Toko ()(CobraT1337) started editing Top4
(((((edit)))))Thu Dec 13 18:00:36 2012: Toko edited Top4's "screen_loc" from "WEST:6,NORTH-1:-6" to "WEST:12,NORTH-1:-6"
(((((edit)))))Thu Dec 13 18:00:36 2012:Toko ()(CobraT1337) started editing Top7
(((((edit)))))Thu Dec 13 18:00:36 2012: Toko edited Top7's "screen_loc" from "WEST:6,NORTH:-6" to "WEST:12,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:36 2012:Toko ()(CobraT1337) started editing Top5
(((((edit)))))Thu Dec 13 18:00:36 2012: Toko edited Top5's "screen_loc" from "WEST+1:7,NORTH-1:-6" to "WEST+1:12,NORTH-1:-6"
(((((edit)))))Thu Dec 13 18:00:36 2012:Toko ()(CobraT1337) started editing Top8
(((((edit)))))Thu Dec 13 18:00:36 2012: Toko edited Top8's "screen_loc" from "WEST+1:9,NORTH:-6" to "WEST+1:12,NORTH:-6"
(((((edit)))))Thu Dec 13 18:00:42 2012:Toko ()(CobraT1337) started editing Part6
(((((edit)))))Thu Dec 13 18:00:44 2012:Toko ()(CobraT1337) started editing Part5
(((((edit)))))Thu Dec 13 18:00:44 2012: Toko edited Part5's "layer" from <i>55</i> to <i>0</i>
(((((edit)))))Fri Dec 14 18:00:01 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Fri Dec 14 18:00:01 2012: Toko edited Toko's "StatusEffected" from <i>0</i> to <i>500</i>
(((((edit)))))Fri Dec 14 18:00:01 2012: Toko edited Toko's "Status" from "" to "Burn"
(((((edit)))))Fri Dec 14 18:00:04 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Fri Dec 14 18:00:04 2012: Toko edited Toko's "Broil" from <i>0</i> to <i>20</i>
(((((edit)))))Fri Dec 14 18:00:05 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Fri Dec 14 18:00:06 2012: Toko edited Toko's "Broil" from <i>0</i> to <i>20</i>
(((((edit)))))Fri Dec 14 18:00:10 2012:Toko ()(CobraT1337) started editing Part4
(((((edit)))))Sat Dec 15 18:02:17 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sat Dec 15 18:02:17 2012:Toko ()(CobraT1337) started editing Top5
(((((edit)))))Sat Dec 15 18:02:17 2012:Toko ()(CobraT1337) started editing Top2
(((((edit)))))Sun Dec 16 18:00:06 2012:Toko ()(CobraT1337) started editing Rain
(((((edit)))))Sun Dec 16 18:00:10 2012:Toko ()(CobraT1337) started editing Rain
(((((edit)))))Sun Dec 16 18:00:14 2012:Toko ()(CobraT1337) started editing HeavyRain
(((((edit)))))Mon Dec 17 18:00:13 2012:Toko ()(CobraT1337) started editing Owater
(((((edit)))))Mon Dec 17 18:00:17 2012:Toko ()(CobraT1337) started editing Destructive Torrents
(((((edit)))))Mon Dec 17 18:00:17 2012: Toko edited Destructive Torrents's "Uses" from <i>0</i> to <i>500</i>
(((((edit)))))Tue Dec 25 18:02:04 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Tue Dec 25 18:02:04 2012: Toko edited Toko's "Swift" from <i>10</i> to <i>4</i>
(((((edit)))))Tue Dec 25 18:02:04 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Tue Dec 25 18:02:04 2012: Toko edited Toko's "Swift" from <i>10</i> to <i>4</i>
(((((edit)))))Tue Dec 25 18:02:06 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Tue Dec 25 18:02:06 2012: Toko edited Toko's "Swift" from <i>10</i> to <i>4</i>
(((((edit)))))Wed Dec 26 18:00:02 2012:Toko ()(CobraT1337) started editing HeavyRain
(((((edit)))))Wed Dec 26 18:00:02 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Wed Dec 26 18:00:02 2012: Toko edited Toko's "Dev" from <i>0</i> to <i>1</i>
(((((edit)))))Wed Dec 26 18:00:03 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Wed Dec 26 18:00:03 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Wed Dec 26 18:00:05 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sat Dec 29 19:01:57 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sat Dec 29 19:01:57 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sat Dec 29 19:01:57 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:04 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:04 2012:Hyuuga, dsfsdgf' ()(DemonicK) started editing Byakugan
(((((edit)))))Sun Dec 30 19:00:04 2012: Hyuuga, dsfsdgf' edited Byakugan's "Delay" from <i>0</i> to <i>0</i>
(((((edit)))))Sun Dec 30 18:00:12 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sun Dec 30 18:00:12 2012: Toko edited Toko's "AutoSphere" from <i>0</i> to <i>1</i>
(((((edit)))))Sun Dec 30 18:00:13 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sun Dec 30 18:00:13 2012: Toko edited Toko's "AutoSphere" from <i>0</i> to <i>1</i>
(((((edit)))))Sun Dec 30 18:00:13 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Sun Dec 30 18:00:13 2012: Toko edited Toko's "AutoSphere" from <i>0</i> to <i>1</i>
(((((edit)))))Sun Dec 30 19:00:50 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:50 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:50 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:50 2012:Hyuuga, dsfsdgf' ()(DemonicK) started editing 64 Palms
(((((edit)))))Sun Dec 30 19:00:50 2012: Hyuuga, dsfsdgf' edited 64 Palms's "Delay" from <i>1</i> to <i>0</i>
(((((edit)))))Sun Dec 30 19:00:51 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:51 2012:Hyuuga, dsfsdgf' ()(DemonicK) started editing 64 Palms
(((((edit)))))Sun Dec 30 19:00:51 2012: Hyuuga, dsfsdgf' edited 64 Palms's "Delay" from <i>0</i> to <i>0</i>
(((((edit)))))Sun Dec 30 19:00:52 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:52 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Sun Dec 30 19:00:53 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Mon Jan 07 18:00:27 2013:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Mon Jan 07 18:00:27 2013: Toko edited Toko's "Village" from "Leaf" to "Sound"
(((((edit)))))Tue Jan 08 19:00:36 2013:Hyuuga, sdfsdfs ()(DemonicK) edited Hyuuga, sdfsdfs ()(DemonicK)
(((((edit)))))Wed Jan 09 19:00:06 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Wed Jan 09 19:00:06 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Wed Jan 09 19:00:06 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Wed Jan 09 19:00:06 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Thu Jan 10 18:00:15 2013:Hoshigaki, Toko ()(CobraT1337) started editing Bubble Beam
(((((edit)))))Thu Jan 10 18:00:15 2013: Hoshigaki, Toko edited Bubble Beam's "Uses" from <i>0</i> to <i>350</i>
(((((edit)))))Thu Jan 10 18:00:16 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Thu Jan 10 18:00:22 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Thu Jan 10 18:00:23 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "firing" from <i>1</i> to <i>0</i>
(((((edit)))))Fri Jan 11 18:02:10 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Fri Jan 11 18:02:10 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "GenSkill" from <i>10</i> to <i>25</i>
(((((edit)))))Sat Jan 12 18:00:25 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Sat Jan 12 18:00:25 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "GenSkill" from <i>10</i> to <i>25</i>
(((((edit)))))Fri Jan 18 19:01:57 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Fri Jan 18 19:01:57 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Fri Jan 18 19:01:57 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Sun Jan 20 18:01:51 2013: Hoshigaki, Toko(CobraT1337) created <i>/obj/Ocarina</i>
(((((edit)))))Sat Feb 09 19:00:45 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Wed Feb 20 19:01:55 2013:Akimichi, Argon ()(DemonicK) started editing Akimichi, Argon ()(DemonicK)
(((((edit)))))Wed Feb 20 19:01:56 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Wed Feb 20 19:01:56 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Mon Feb 25 18:00:22 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Mon Feb 25 18:00:22 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "Clan" from "Hoshigaki" to "Uchiha"
(((((edit)))))Mon Feb 25 18:00:25 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Mon Feb 25 18:00:25 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "Clan" from "Hoshigaki" to "Uchiha"
(((((edit)))))Tue Feb 26 19:00:02 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:02 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:08 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:08 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:08 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:09 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:09 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:09 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 18:00:12 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Tue Feb 26 18:00:12 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "Clan" from "Hoshigaki" to "Uchiha"
(((((edit)))))Tue Feb 26 18:00:12 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "Clan" from "Uchiha" to "Uchiha"
(((((edit)))))Tue Feb 26 19:00:13 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:13 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:13 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:13 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:13 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:14 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:15 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:15 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:15 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:15 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:15 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:16 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 19:00:16 2013:Akimichi, Argon ()(DemonicK) edited Akimichi, Argon ()(DemonicK)
(((((edit)))))Tue Feb 26 18:00:16 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Tue Feb 26 18:00:16 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "Clan" from "Hoshigaki" to "Uchiha"
(((((edit)))))Tue Feb 26 18:00:19 2013:Hoshigaki, Toko ()(CobraT1337) started editing Hoshigaki, Toko ()(CobraT1337)
(((((edit)))))Tue Feb 26 18:00:19 2013: Hoshigaki, Toko edited Hoshigaki, Toko's "Clan" from "Hoshigaki" to "Uchiha"
(((((edit)))))Wed Feb 27 18:00:21 2013: Uchiha, Sasuna(CobraT1337) created <i>/obj/Clothes/HeavyArmor</i>
(((((edit)))))Wed Feb 27 18:00:21 2013: Uchiha, Sasuna(CobraT1337) created <i>/obj/Clothes/HeavyArmor</i>
(((((edit)))))Thu Feb 28 18:00:30 2013:Uchiha, Sasuna ()(CobraT1337) started editing Uchiha, Sasuna ()(CobraT1337)
(((((edit)))))Thu Feb 28 18:02:11 2013: Iwazuka, Sasuna(CobraT1337) created <i>/obj/BuyableThings/Supplies/Clay</i>
(((((edit)))))Thu Feb 28 18:02:11 2013: Iwazuka, Sasuna(CobraT1337) created <i>/obj/BuyableThings/Supplies/Clay</i>
(((((edit)))))Thu Feb 28 18:02:13 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Thu Feb 28 18:02:13 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:12 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:12 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:12 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:12 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:13 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:13 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "DeathAvoidCount" from <i>0</i> to <i>84</i>
(((((edit)))))Sun Mar 03 18:00:14 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:14 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:14 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "DeathAvoidCount" from <i>0</i> to <i>94</i>
(((((edit)))))Sun Mar 03 18:00:14 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "DeathAvoidCount" from <i>91</i> to <i>84</i>
(((((edit)))))Sun Mar 03 18:00:14 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:16 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:16 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:16 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:16 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:17 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:23 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:24 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:27 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:27 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:47 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:00:48 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Sun Mar 03 18:01:26 2013:Iwazuka, Sasuna (127.0.0.1)(CobraT1337) started editing Iwazuka, Sasuna (127.0.0.1)(CobraT1337)
(((((edit)))))Sun Mar 03 18:01:26 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "NinjutsuMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Sun Mar 03 18:01:26 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Thu Mar 07 18:01:30 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Thu Mar 07 18:01:30 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "JutsuDelay" from <i>706044</i> to <i>0</i>
(((((edit)))))Thu Mar 07 18:01:30 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Thu Mar 07 18:01:30 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "JutsuEXPCost" from <i>0</i> to <i>9999</i>
(((((edit)))))Fri Mar 08 18:02:06 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Fri Mar 08 18:02:06 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "GenSkill" from <i>10</i> to <i>20</i>
(((((edit)))))Sat Mar 09 18:00:08 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
(((((edit)))))Sat Mar 09 18:00:08 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "ByakuganMastery" from <i>0</i> to <i>500</i>
(((((edit)))))Sun Mar 10 19:02:15 2013:Iwazuka, Sasuna ()(CobraT1337) started editing Iwazuka, Sasuna ()(CobraT1337)
